client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_34952328.mp3	Wat de amendementen betreft: ik kan het derde amendement aanvaarden zoals het is ingediend.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_34952339.mp3	Hier en daar zou ik evenwel een ander accent hebben gelegd.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_34952340.mp3	In dat geval kan er geen sprake zijn van simpelweg in het gareel lopen.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_34952341.mp3	Deze tactiek is onlogisch en maakt diplomatieke successen praktisch onmogelijk.	1	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_34952343.mp3	Hun kritiek is in velerlei opzichten gegrond.	1	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_34952349.mp3	Dit zou verwarrend zijn voor het publiek.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_34952350.mp3	Er is een speciale werkgroep opgericht om dit concept verder uit te werken.	1	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_34952351.mp3	De democratie legt regels op ten aanzien waarvan men zich niet inschikkelijk kan tonen.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_34952352.mp3	Daar moet het accent op gelegd worden in het nieuwe vijfjarenprogramma.	1	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_34952353.mp3	Zo kan men onze commissie niet behandelen!	1	0				nl	
9553de3ea14477d610db8eb25379bc7b900d155a91c238b8b58cd80d45991ff7e6eb2a4a3461922a270800169c51485b9ef2a88febfeaea0863e690d9c04d015	common_voice_nl_34981629.mp3	Dat is van doorslaggevend belang.	0	0	twenties	female	Nederlands Nederlands	nl	
9553de3ea14477d610db8eb25379bc7b900d155a91c238b8b58cd80d45991ff7e6eb2a4a3461922a270800169c51485b9ef2a88febfeaea0863e690d9c04d015	common_voice_nl_34981642.mp3	Ik doel hiermee op de otter, de wolf, de bever en de lynx.	0	0	twenties	female	Nederlands Nederlands	nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008563.mp3	Innovatie speelt daarbij een sleutelrol.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008565.mp3	We moeten afwachten hoe deze aanbeveling in de praktijk werkt.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008566.mp3	Ik ga daar niet verder op in.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008567.mp3	Het vertrouwen dat consumenten in banken hebben, is daarbij van cruciaal belang.	1	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008568.mp3	Ternauwernood ontsnapt aan gevaar.	1	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008579.mp3	Ik denk met name aan het kwalijke imago van dieselbrandstof.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008580.mp3	Men kan daarom misschien toch niet zo zeker zijn wie schuld heeft.	1	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008581.mp3	Haar moordenaars zijn nog steeds niet voor de rechtbank gebracht.	1	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008582.mp3	Ik heb herhaaldelijk erop gewezen dat deze drugs uiterst gevaarlijk zijn.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008583.mp3	Het is onze bedoeling om op dit terrein zo veel mogelijk te doen.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008600.mp3	We moeten ons daarom voorbereiden op deze realiteit en maatregelen treffen op relevante terreinen.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008601.mp3	Terugbrengen van het risico is de primaire doelstelling.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008602.mp3	Neurenberg vormde het begin van dat zeer langdurige proces.	1	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008603.mp3	Daar is politieke strijd over.	1	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008616.mp3	Ik heb reeds in onze commissie een gedachtewisseling met haar gehad over dit verslag.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008617.mp3	Daarom mogen we dus geen tijd verliezen.	1	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008631.mp3	De verantwoordelijkheden zijn dan ook legio.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008635.mp3	Daarom was het ook noodzakelijk voor de anderen om met ons samen te werken.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008636.mp3	Arbitreren tussen deze twee vereisten, dat is wat de lidstaten niet kunnen.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008651.mp3	Het komt geheel overeen met onze eigen ervaringen en prioriteiten.	1	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008652.mp3	Ik koester ook veel sympathie voor de roep om concretere doelstellingen.	1	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008654.mp3	Openbare diensten zullen een aangelegenheid blijven voor de overheid.	1	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008655.mp3	Mijns inziens maakt dat goed duidelijk waar de verschillende landen staan.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008692.mp3	Maar de tenuitvoerlegging van het akkoord is de uiteindelijke toets.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008693.mp3	Die handschoen hebben we daadwerkelijk en volledig opgenomen.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008694.mp3	Die kunnen het zich niet veroorloven om steeds weer octrooigemachtigden in te schakelen.	1	1				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008695.mp3	De producenten van preparaten zijn vele kleine en middelgrote bedrijven.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35008696.mp3	Tegelijkertijd dient rekening gehouden te worden met de specifieke belangen van de lidstaten.	1	0				nl	
03836dc1340c3e8093d92f41d69b0d20254779d117d2c73fcc2be145a810425744e5499895b5c8ec962c1a17c54c80ab512f442a11c54ef27090387ca4b8fd1f	common_voice_nl_35018142.mp3	Collega's, deze herziening kan helaas niet alles oplossen.	0	0				nl	
03836dc1340c3e8093d92f41d69b0d20254779d117d2c73fcc2be145a810425744e5499895b5c8ec962c1a17c54c80ab512f442a11c54ef27090387ca4b8fd1f	common_voice_nl_35018143.mp3	Dan wil ik nu ingaan op andere zaken die aan de orde zijn gesteld.	0	0				nl	
03836dc1340c3e8093d92f41d69b0d20254779d117d2c73fcc2be145a810425744e5499895b5c8ec962c1a17c54c80ab512f442a11c54ef27090387ca4b8fd1f	common_voice_nl_35018144.mp3	Ze heeft het over interventie en positieve actie.	0	0				nl	
03836dc1340c3e8093d92f41d69b0d20254779d117d2c73fcc2be145a810425744e5499895b5c8ec962c1a17c54c80ab512f442a11c54ef27090387ca4b8fd1f	common_voice_nl_35018145.mp3	De sport kan ouderen tot activiteiten bewegen om gezond te blijven.	1	0				nl	
03836dc1340c3e8093d92f41d69b0d20254779d117d2c73fcc2be145a810425744e5499895b5c8ec962c1a17c54c80ab512f442a11c54ef27090387ca4b8fd1f	common_voice_nl_35033604.mp3	In de richtlijn is ook sprake van een onafhankelijke regelgevende instantie in elke lidstaat.	0	0				nl	
03836dc1340c3e8093d92f41d69b0d20254779d117d2c73fcc2be145a810425744e5499895b5c8ec962c1a17c54c80ab512f442a11c54ef27090387ca4b8fd1f	common_voice_nl_35033606.mp3	Allereerst de hervorming van de onderwijssystemen.	0	1				nl	
03836dc1340c3e8093d92f41d69b0d20254779d117d2c73fcc2be145a810425744e5499895b5c8ec962c1a17c54c80ab512f442a11c54ef27090387ca4b8fd1f	common_voice_nl_35033607.mp3	Er zijn twee punten die me absoluut cruciaal lijken.	0	0				nl	
03836dc1340c3e8093d92f41d69b0d20254779d117d2c73fcc2be145a810425744e5499895b5c8ec962c1a17c54c80ab512f442a11c54ef27090387ca4b8fd1f	common_voice_nl_35033608.mp3	De socialisten zijn voorstander van macro-economische stabiliteit.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35042867.mp3	Ik verwacht dat deze fondsen vanaf komende januari doeltreffend worden ingezet.	1	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35042868.mp3	De ministers hebben afgesproken om de discussie nog minimaal een jaar te laten doorlopen.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35042869.mp3	In het verleden hadden we juist te kampen met een gebrek aan flexibiliteit.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35042870.mp3	Zoals al eerder is gezegd, komen veel van deze organisaties in aanmerking voor steun.	1	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35042953.mp3	Binnen een dergelijk stelsel is er ruimte voor alle mogelijke uitwassen.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35042956.mp3	Dat zouden wij niet moeten accepteren.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35042957.mp3	Dat was verkeerd en onacceptabel.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35042958.mp3	Er is bemoedigende vooruitgang geboekt.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35043079.mp3	Waarom hebben onze kinderen eigenlijk overgewicht?	1	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35043081.mp3	Oud en der dagen zat zijn.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35043083.mp3	En wat denkt zij tenslotte van de toekomstige ontwikkeling van deze programma's?	0	1				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35043085.mp3	Wij kunnen niet langer akkoord gaan met een zwijgende munt.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35043087.mp3	Mijn eigen regering kiest voor een riskante aanpak.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35043160.mp3	Het is verstandig ons niet enkel tot het bbp per capita te beperken.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35043161.mp3	Daar moeten we echter niet al te zeker van zijn.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35043162.mp3	Dit alles heeft ook een bescheiden bijdrage geleverd aan de totale hoeveelheid menselijk geluk.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35043163.mp3	Er staan ons thans twee mogelijke oplossingen ter beschikking.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35043164.mp3	Maar ik heb reeds gezegd dat er geen sprake is van een sanctie.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35043210.mp3	U weet dat ik het vragenrecht als een fundamenteel parlementair recht beschouw.	1	1				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35043212.mp3	Daarna bleek dat er schaarste was.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35043213.mp3	Indien ik daarvoor tijd had gehad, zou ik dat hebben uitgelegd.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35043256.mp3	Dan heb ik nu een paar administratieve mededelingen.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35043257.mp3	Dat is een vicieuze cirkel.	0	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35043259.mp3	Wij delen zijn kritiek en ook die van andere fracties.	1	0				nl	
825de28c1f446143242ca67d6122dbc3f54b89c600ddf7b041ea141602e18daf687cc4970bd71e58f91cc515fcd34a5856abaa20a0eeece3528bc5f4c074787f	common_voice_nl_35043260.mp3	De doelen moeten dus realistisch zijn, anders hebben ze geen echte waarde.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35075036.mp3	Potentiële gevaren worden immers van meet af aan geminimaliseerd.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35075037.mp3	Ik wil nog een laatste opmerking maken.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35075038.mp3	Onbeheerst doorgaan waarmee ben begonnen is.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35075039.mp3	Ik begrijp volstrekt niet waarom men deze kwestie niet wil opnemen in deze richtlijn.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35075040.mp3	Dit moet allemaal grondig worden bestudeerd.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35075056.mp3	De interne markt kan alleen werken met goede wettelijke grondslagen.	1	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35075057.mp3	Naar mijn mening hebben we het juiste evenwicht gevonden.	1	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35075058.mp3	Ik denk dat dit er tenminste drie zijn.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35075059.mp3	Mevrouw de commissaris, u zult zich hiermee bezig moeten houden.	1	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35075061.mp3	Het is ondenkbaar dat we dit toestaan.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35075066.mp3	Zodra ik over alle gegevens beschik, zal ik u die meedelen.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35075067.mp3	Ten tweede zijn we dan niet zo afhankelijk meer van arbeidskrachten uit het buitenland.	1	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35075068.mp3	Geheel onbegrijpelijk zijn.	1	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35075069.mp3	We hebben het over de ernstigste grensoverschrijdende humanitaire crisis van de wereld.	0	0				nl	
4499f620a9a549952f75ae53020ae28b9f9ef1805c4ef4aa1b07ba47d6f799bd65fce364823eaecf1747edc3a194eb99c459ba2695d1365b83702b8c602a3e49	common_voice_nl_35075070.mp3	We mogen ons echter niet vergissen.	1	0				nl	
d4b226fa2992a31fde9a99fb4a794ca1616f889037823d0467432885e614595bdd59f006b38d6ffb3bcb4c0899eb74c288789d95f8d7819e152f31da1230ab7c	common_voice_nl_35094587.mp3	Ten tweede samenwerking met derde landen: de zeeën hebben geen grenzen.	0	0				nl	
d4b226fa2992a31fde9a99fb4a794ca1616f889037823d0467432885e614595bdd59f006b38d6ffb3bcb4c0899eb74c288789d95f8d7819e152f31da1230ab7c	common_voice_nl_35094589.mp3	Ik doe ook een beroep op de sociaaldemocratische collega's om dit duidelijk te maken.	1	0				nl	
